party_prediction,county_fips,county_name,state_fips,state_code
D,026065,INGHAM COUNTY,026000,MI
R,026067,IONIA COUNTY,026000,MI
R,026069,IOSCO COUNTY,026000,MI
R,026071,IRON COUNTY,026000,MI
D,026073,ISABELLA COUNTY,026000,MI
R,026075,JACKSON COUNTY,026000,MI
D,026077,KALAMAZOO COUNTY,026000,MI
R,026079,KALKASKA COUNTY,026000,MI
R,026081,KENT COUNTY,026000,MI
R,026083,KEWEENAW COUNTY,026000,MI
D,026085,LAKE COUNTY,026000,MI
R,026087,LAPEER COUNTY,026000,MI
R,026089,LEELANAU COUNTY,026000,MI
R,026091,LENAWEE COUNTY,026000,MI
R,026093,LIVINGSTON COUNTY,026000,MI
R,026095,LUCE COUNTY,026000,MI
R,026097,MACKINAC COUNTY,026000,MI
D,026099,MACOMB COUNTY,026000,MI
D,026101,MANISTEE COUNTY,026000,MI
D,026103,MARQUETTE COUNTY,026000,MI
R,026105,MASON COUNTY,026000,MI
R,026107,MECOSTA COUNTY,026000,MI
R,026109,MENOMINEE COUNTY,026000,MI
R,026111,MIDLAND COUNTY,026000,MI
R,026113,MISSAUKEE COUNTY,026000,MI
R,026115,MONROE COUNTY,026000,MI
R,026117,MONTCALM COUNTY,026000,MI
R,026119,MONTMORENCY COUNTY,026000,MI
D,026121,MUSKEGON COUNTY,026000,MI
R,026123,NEWAYGO COUNTY,026000,MI
D,026125,OAKLAND COUNTY,026000,MI
R,026127,OCEANA COUNTY,026000,MI
R,026129,OGEMAW COUNTY,026000,MI
R,026131,ONTONAGON COUNTY,026000,MI
R,026133,OSCEOLA COUNTY,026000,MI
R,026135,OSCODA COUNTY,026000,MI
R,026137,OTSEGO COUNTY,026000,MI
R,026139,OTTAWA COUNTY,026000,MI
R,026141,PRESQUE ISLE COUNTY,026000,MI
R,026143,ROSCOMMON COUNTY,026000,MI
D,026145,SAGINAW COUNTY,026000,MI
R,026147,ST. CLAIR COUNTY,026000,MI
R,026149,ST. JOSEPH COUNTY,026000,MI
R,026151,SANILAC COUNTY,026000,MI
R,026153,SCHOOLCRAFT COUNTY,026000,MI
D,026155,SHIAWASSEE COUNTY,026000,MI
R,026157,TUSCOLA COUNTY,026000,MI
D,026159,VAN BUREN COUNTY,026000,MI
D,026161,WASHTENAW COUNTY,026000,MI
D,026163,WAYNE COUNTY,026000,MI
R,026165,WEXFORD COUNTY,026000,MI
D,027001,AITKIN COUNTY,027000,MN
R,027003,ANOKA COUNTY,027000,MN
R,027005,BECKER COUNTY,027000,MN
D,027007,BELTRAMI COUNTY,027000,MN
R,027009,BENTON COUNTY,027000,MN
D,027011,BIG STONE COUNTY,027000,MN
D,027013,BLUE EARTH COUNTY,027000,MN
R,027015,BROWN COUNTY,027000,MN
D,027017,CARLTON COUNTY,027000,MN
R,027019,CARVER COUNTY,027000,MN
R,027021,CASS COUNTY,027000,MN
D,027023,CHIPPEWA COUNTY,027000,MN
R,027025,CHISAGO COUNTY,027000,MN
D,027027,CLAY COUNTY,027000,MN
R,027029,CLEARWATER COUNTY,027000,MN
D,027031,COOK COUNTY,027000,MN
R,027033,COTTONWOOD COUNTY,027000,MN
R,027035,CROW WING COUNTY,027000,MN
D,027037,DAKOTA COUNTY,027000,MN
R,027039,DODGE COUNTY,027000,MN
R,027041,DOUGLAS COUNTY,027000,MN
R,027043,FARIBAULT COUNTY,027000,MN
D,027045,FILLMORE COUNTY,027000,MN
D,027047,FREEBORN COUNTY,027000,MN
R,027049,GOODHUE COUNTY,027000,MN
R,027051,GRANT COUNTY,027000,MN
D,027053,HENNEPIN COUNTY,027000,MN
R,027055,HOUSTON COUNTY,027000,MN
R,027057,HUBBARD COUNTY,027000,MN
R,027059,ISANTI COUNTY,027000,MN
D,027061,ITASCA COUNTY,027000,MN
R,027063,JACKSON COUNTY,027000,MN
R,027065,KANABEC COUNTY,027000,MN
R,027067,KANDIYOHI COUNTY,027000,MN
D,027069,KITTSON COUNTY,027000,MN
D,027071,KOOCHICHING COUNTY,027000,MN
D,027073,LAC QUI PARLE COUNTY,027000,MN
D,027075,LAKE COUNTY,027000,MN
R,027077,LAKE OF THE WOODS COUNTY,027000,MN
R,027079,LE SUEUR COUNTY,027000,MN
R,027081,LINCOLN COUNTY,027000,MN
R,027083,LYON COUNTY,027000,MN
R,027085,MCLEOD COUNTY,027000,MN
D,027087,MAHNOMEN COUNTY,027000,MN
R,027089,MARSHALL COUNTY,027000,MN
R,027091,MARTIN COUNTY,027000,MN
R,027093,MEEKER COUNTY,027000,MN
R,027095,MILLE LACS COUNTY,027000,MN
R,027097,MORRISON COUNTY,027000,MN
D,027099,MOWER COUNTY,027000,MN
R,027101,MURRAY COUNTY,027000,MN
D,027103,NICOLLET COUNTY,027000,MN
R,027105,NOBLES COUNTY,027000,MN
D,027107,NORMAN COUNTY,027000,MN
D,027109,OLMSTED COUNTY,027000,MN
R,027111,OTTER TAIL COUNTY,027000,MN
D,027113,PENNINGTON COUNTY,027000,MN
D,027115,PINE COUNTY,027000,MN
R,027117,PIPESTONE COUNTY,027000,MN
R,027119,POLK COUNTY,027000,MN
R,027121,POPE COUNTY,027000,MN
D,027123,RAMSEY COUNTY,027000,MN
R,027125,RED LAKE COUNTY,027000,MN
R,027127,REDWOOD COUNTY,027000,MN
R,027129,RENVILLE COUNTY,027000,MN
D,027131,RICE COUNTY,027000,MN
R,027133,ROCK COUNTY,027000,MN
R,027135,ROSEAU COUNTY,027000,MN
D,027137,ST. LOUIS COUNTY,027000,MN
R,027139,SCOTT COUNTY,027000,MN
R,027141,SHERBURNE COUNTY,027000,MN
R,027143,SIBLEY COUNTY,027000,MN
R,027145,STEARNS COUNTY,027000,MN
R,027147,STEELE COUNTY,027000,MN
R,027149,STEVENS COUNTY,027000,MN
D,027151,SWIFT COUNTY,027000,MN
R,027153,TODD COUNTY,027000,MN
R,027155,TRAVERSE COUNTY,027000,MN
R,027157,WABASHA COUNTY,027000,MN
R,027159,WADENA COUNTY,027000,MN
R,027161,WASECA COUNTY,027000,MN
D,027163,WASHINGTON COUNTY,027000,MN
R,027165,WATONWAN COUNTY,027000,MN
R,027167,WILKIN COUNTY,027000,MN
D,027169,WINONA COUNTY,027000,MN
R,027171,WRIGHT COUNTY,027000,MN
R,027173,YELLOW MEDICINE COUNTY,027000,MN
D,028001,ADAMS COUNTY,028000,MS
R,028003,ALCORN COUNTY,028000,MS
R,028005,AMITE COUNTY,028000,MS
R,028007,ATTALA COUNTY,028000,MS
D,028009,BENTON COUNTY,028000,MS
D,028011,BOLIVAR COUNTY,028000,MS
R,028013,CALHOUN COUNTY,028000,MS
R,028015,CARROLL COUNTY,028000,MS
R,028017,CHICKASAW COUNTY,028000,MS
R,028019,CHOCTAW COUNTY,028000,MS
D,028021,CLAIBORNE COUNTY,028000,MS
R,028023,CLARKE COUNTY,028000,MS
D,028025,CLAY COUNTY,028000,MS
D,028027,COAHOMA COUNTY,028000,MS
D,028029,COPIAH COUNTY,028000,MS
R,028031,COVINGTON COUNTY,028000,MS
R,028033,DESOTO COUNTY,028000,MS
R,028035,FORREST COUNTY,028000,MS
R,028037,FRANKLIN COUNTY,028000,MS
R,028039,GEORGE COUNTY,028000,MS
D,028041,GREENE COUNTY,028000,MS
R,028043,GRENADA COUNTY,028000,MS
R,028045,HANCOCK COUNTY,028000,MS
R,028047,HARRISON COUNTY,028000,MS
D,028049,HINDS COUNTY,028000,MS
D,028051,HOLMES COUNTY,028000,MS
D,028053,HUMPHREYS COUNTY,028000,MS
D,028055,ISSAQUENA COUNTY,028000,MS
R,028057,ITAWAMBA COUNTY,028000,MS
R,028059,JACKSON COUNTY,028000,MS
D,028061,JASPER COUNTY,028000,MS
D,028063,JEFFERSON COUNTY,028000,MS
D,028065,JEFFERSON DAVIS COUNTY,028000,MS
R,028067,JONES COUNTY,028000,MS
D,028069,KEMPER COUNTY,028000,MS
R,028071,LAFAYETTE COUNTY,028000,MS
R,028073,LAMAR COUNTY,028000,MS
R,028075,LAUDERDALE COUNTY,028000,MS
R,028077,LAWRENCE COUNTY,028000,MS
R,028079,LEAKE COUNTY,028000,MS
R,028081,LEE COUNTY,028000,MS
D,028083,LEFLORE COUNTY,028000,MS
R,028085,LINCOLN COUNTY,028000,MS
R,028087,LOWNDES COUNTY,028000,MS
R,028089,MADISON COUNTY,028000,MS
R,028091,MARION COUNTY,028000,MS
D,028093,MARSHALL COUNTY,028000,MS
R,028095,MONROE COUNTY,028000,MS
R,028097,MONTGOMERY COUNTY,028000,MS
R,028099,NESHOBA COUNTY,028000,MS
R,028101,NEWTON COUNTY,028000,MS
D,028103,NOXUBEE COUNTY,028000,MS
D,028105,OKTIBBEHA COUNTY,028000,MS
D,028107,PANOLA COUNTY,028000,MS
R,028109,PEARL RIVER COUNTY,028000,MS
R,028111,PERRY COUNTY,028000,MS
D,028113,PIKE COUNTY,028000,MS
R,028115,PONTOTOC COUNTY,028000,MS
R,028117,PRENTISS COUNTY,028000,MS
D,028119,QUITMAN COUNTY,028000,MS
R,028121,RANKIN COUNTY,028000,MS
R,028123,SCOTT COUNTY,028000,MS
D,028125,SHARKEY COUNTY,028000,MS
R,028127,SIMPSON COUNTY,028000,MS
R,028129,SMITH COUNTY,028000,MS
R,028131,STONE COUNTY,028000,MS
D,028133,SUNFLOWER COUNTY,028000,MS
D,028135,TALLAHATCHIE COUNTY,028000,MS
R,028137,TATE COUNTY,028000,MS
R,028139,TIPPAH COUNTY,028000,MS
R,028141,TISHOMINGO COUNTY,028000,MS
D,028143,TUNICA COUNTY,028000,MS
R,028145,UNION COUNTY,028000,MS
R,028147,WALTHALL COUNTY,028000,MS
D,028149,WARREN COUNTY,028000,MS
D,028151,WASHINGTON COUNTY,028000,MS
R,028153,WAYNE COUNTY,028000,MS
R,028155,WEBSTER COUNTY,028000,MS
D,028157,WILKINSON COUNTY,028000,MS
R,028159,WINSTON COUNTY,028000,MS
R,028161,YALOBUSHA COUNTY,028000,MS
D,028163,YAZOO COUNTY,028000,MS
R,029001,ADAIR COUNTY,029000,MO
R,029003,ANDREW COUNTY,029000,MO
R,029005,ATCHISON COUNTY,029000,MO
R,029007,AUDRAIN COUNTY,029000,MO
R,029009,BARRY COUNTY,029000,MO
R,029011,BARTON COUNTY,029000,MO
R,029013,BATES COUNTY,029000,MO
R,029015,BENTON COUNTY,029000,MO
R,029017,BOLLINGER COUNTY,029000,MO
D,029019,BOONE COUNTY,029000,MO
R,029021,BUCHANAN COUNTY,029000,MO
R,029023,BUTLER COUNTY,029000,MO
R,029025,CALDWELL COUNTY,029000,MO
R,029027,CALLAWAY COUNTY,029000,MO
R,029029,CAMDEN COUNTY,029000,MO
R,029031,CAPE GIRARDEAU COUNTY,029000,MO
R,029033,CARROLL COUNTY,029000,MO
R,029035,CARTER COUNTY,029000,MO
R,029037,CASS COUNTY,029000,MO
R,029039,CEDAR COUNTY,029000,MO
R,029041,CHARITON COUNTY,029000,MO
R,029043,CHRISTIAN COUNTY,029000,MO
R,029045,CLARK COUNTY,029000,MO
R,029047,CLAY COUNTY,029000,MO
R,029049,CLINTON COUNTY,029000,MO
R,029051,COLE COUNTY,029000,MO
R,029053,COOPER COUNTY,029000,MO
R,029055,CRAWFORD COUNTY,029000,MO
R,029057,DADE COUNTY,029000,MO
R,029059,DALLAS COUNTY,029000,MO
R,029061,DAVIESS COUNTY,029000,MO
R,029063,DEKALB COUNTY,029000,MO
R,029065,DENT COUNTY,029000,MO
R,029067,DOUGLAS COUNTY,029000,MO
R,029069,DUNKLIN COUNTY,029000,MO
R,029071,FRANKLIN COUNTY,029000,MO
R,029073,GASCONADE COUNTY,029000,MO
R,029075,GENTRY COUNTY,029000,MO
R,029077,GREENE COUNTY,029000,MO
R,029079,GRUNDY COUNTY,029000,MO
R,029081,HARRISON COUNTY,029000,MO
R,029083,HENRY COUNTY,029000,MO
R,029085,HICKORY COUNTY,029000,MO
R,029087,HOLT COUNTY,029000,MO
R,029089,HOWARD COUNTY,029000,MO
R,029091,HOWELL COUNTY,029000,MO
R,029093,IRON COUNTY,029000,MO
R,029095,JACKSON COUNTY,029000,MO
R,029097,JASPER COUNTY,029000,MO
R,029099,JEFFERSON COUNTY,029000,MO
R,029101,JOHNSON COUNTY,029000,MO
R,029103,KNOX COUNTY,029000,MO
R,029105,LACLEDE COUNTY,029000,MO
R,029107,LAFAYETTE COUNTY,029000,MO
R,029109,LAWRENCE COUNTY,029000,MO
R,029111,LEWIS COUNTY,029000,MO
R,029113,LINCOLN COUNTY,029000,MO
R,029115,LINN COUNTY,029000,MO
R,029117,LIVINGSTON COUNTY,029000,MO
R,029119,MCDONALD COUNTY,029000,MO
R,029121,MACON COUNTY,029000,MO
R,029123,MADISON COUNTY,029000,MO
R,029125,MARIES COUNTY,029000,MO
R,029127,MARION COUNTY,029000,MO
R,029129,MERCER COUNTY,029000,MO
R,029131,MILLER COUNTY,029000,MO
R,029133,MISSISSIPPI COUNTY,029000,MO
R,029135,MONITEAU COUNTY,029000,MO
R,029137,MONROE COUNTY,029000,MO
R,029139,MONTGOMERY COUNTY,029000,MO
R,029141,MORGAN COUNTY,029000,MO
R,029143,NEW MADRID COUNTY,029000,MO
R,029145,NEWTON COUNTY,029000,MO
R,029147,NODAWAY COUNTY,029000,MO
R,029149,OREGON COUNTY,029000,MO
R,029151,OSAGE COUNTY,029000,MO
R,029153,OZARK COUNTY,029000,MO
R,029155,PEMISCOT COUNTY,029000,MO
R,029157,PERRY COUNTY,029000,MO
R,029159,PETTIS COUNTY,029000,MO
R,029161,PHELPS COUNTY,029000,MO
R,029163,PIKE COUNTY,029000,MO
R,029165,PLATTE COUNTY,029000,MO
R,029167,POLK COUNTY,029000,MO
R,029169,PULASKI COUNTY,029000,MO
R,029171,PUTNAM COUNTY,029000,MO
R,029173,RALLS COUNTY,029000,MO
R,029175,RANDOLPH COUNTY,029000,MO
R,029177,RAY COUNTY,029000,MO
R,029179,REYNOLDS COUNTY,029000,MO
R,029181,RIPLEY COUNTY,029000,MO
R,029183,ST. CHARLES COUNTY,029000,MO
R,029185,ST. CLAIR COUNTY,029000,MO
D,029186,STE. GENEVIEVE COUNTY,029000,MO
R,029187,ST. FRANCOIS COUNTY,029000,MO
D,029189,ST. LOUIS COUNTY,029000,MO
R,029195,SALINE COUNTY,029000,MO
R,029197,SCHUYLER COUNTY,029000,MO
R,029199,SCOTLAND COUNTY,029000,MO
R,029201,SCOTT COUNTY,029000,MO
R,029203,SHANNON COUNTY,029000,MO
R,029205,SHELBY COUNTY,029000,MO
R,029207,STODDARD COUNTY,029000,MO
R,029209,STONE COUNTY,029000,MO
R,029211,SULLIVAN COUNTY,029000,MO
R,029213,TANEY COUNTY,029000,MO
R,029215,TEXAS COUNTY,029000,MO
R,029217,VERNON COUNTY,029000,MO
R,029219,WARREN COUNTY,029000,MO
R,029221,WASHINGTON COUNTY,029000,MO
R,029223,WAYNE COUNTY,029000,MO
R,029225,WEBSTER COUNTY,029000,MO
R,029227,WORTH COUNTY,029000,MO
R,029229,WRIGHT COUNTY,029000,MO
D,029510,ST. LOUIS CITY,029000,MO
R,030001,BEAVERHEAD COUNTY,030000,MT
D,030003,BIG HORN COUNTY,030000,MT
R,030005,BLAINE COUNTY,030000,MT
R,030007,BROADWATER COUNTY,030000,MT
R,030009,CARBON COUNTY,030000,MT
R,030011,CARTER COUNTY,030000,MT
R,030013,CASCADE COUNTY,030000,MT
R,030015,CHOUTEAU COUNTY,030000,MT
R,030017,CUSTER COUNTY,030000,MT
R,030019,DANIELS COUNTY,030000,MT
R,030021,DAWSON COUNTY,030000,MT
D,030023,DEER LODGE COUNTY,030000,MT
R,030025,FALLON COUNTY,030000,MT
R,030027,FERGUS COUNTY,030000,MT
R,030029,FLATHEAD COUNTY,030000,MT
R,030031,GALLATIN COUNTY,030000,MT
R,030033,GARFIELD COUNTY,030000,MT
D,030035,GLACIER COUNTY,030000,MT
R,030037,GOLDEN VALLEY COUNTY,030000,MT
R,030039,GRANITE COUNTY,030000,MT
R,030041,HILL COUNTY,030000,MT
R,030043,JEFFERSON COUNTY,030000,MT
R,030045,JUDITH BASIN COUNTY,030000,MT
R,030047,LAKE COUNTY,030000,MT
R,030049,LEWIS AND CLARK COUNTY,030000,MT
R,030051,LIBERTY COUNTY,030000,MT
R,030053,LINCOLN COUNTY,030000,MT
R,030055,MCCONE COUNTY,030000,MT
R,030057,MADISON COUNTY,030000,MT
R,030059,MEAGHER COUNTY,030000,MT
R,030061,MINERAL COUNTY,030000,MT
D,030063,MISSOULA COUNTY,030000,MT
R,030065,MUSSELSHELL COUNTY,030000,MT
R,030067,PARK COUNTY,030000,MT
R,030069,PETROLEUM COUNTY,030000,MT
R,030071,PHILLIPS COUNTY,030000,MT
R,030073,PONDERA COUNTY,030000,MT
R,030075,POWDER RIVER COUNTY,030000,MT
R,030077,POWELL COUNTY,030000,MT
R,030079,PRAIRIE COUNTY,030000,MT
R,030081,RAVALLI COUNTY,030000,MT
R,030083,RICHLAND COUNTY,030000,MT
D,030085,ROOSEVELT COUNTY,030000,MT
R,030087,ROSEBUD COUNTY,030000,MT
R,030089,SANDERS COUNTY,030000,MT
R,030091,SHERIDAN COUNTY,030000,MT
D,030093,SILVER BOW COUNTY,030000,MT
R,030095,STILLWATER COUNTY,030000,MT
R,030097,SWEET GRASS COUNTY,030000,MT
R,030099,TETON COUNTY,030000,MT
R,030101,TOOLE COUNTY,030000,MT
R,030103,TREASURE COUNTY,030000,MT
R,030105,VALLEY COUNTY,030000,MT
R,030107,WHEATLAND COUNTY,030000,MT
R,030109,WIBAUX COUNTY,030000,MT
R,030111,YELLOWSTONE COUNTY,030000,MT
R,031001,ADAMS COUNTY,031000,NE
R,031003,ANTELOPE COUNTY,031000,NE
R,031005,ARTHUR COUNTY,031000,NE
R,031007,BANNER COUNTY,031000,NE
R,031009,BLAINE COUNTY,031000,NE
R,031011,BOONE COUNTY,031000,NE
R,031013,BOX BUTTE COUNTY,031000,NE
R,031015,BOYD COUNTY,031000,NE
R,031017,BROWN COUNTY,031000,NE
R,031019,BUFFALO COUNTY,031000,NE
R,031021,BURT COUNTY,031000,NE
R,031023,BUTLER COUNTY,031000,NE
R,031025,CASS COUNTY,031000,NE
R,031027,CEDAR COUNTY,031000,NE
R,031029,CHASE COUNTY,031000,NE
R,031031,CHERRY COUNTY,031000,NE
R,031033,CHEYENNE COUNTY,031000,NE
R,031035,CLAY COUNTY,031000,NE
R,031037,COLFAX COUNTY,031000,NE
R,031039,CUMING COUNTY,031000,NE
R,031041,CUSTER COUNTY,031000,NE
R,031043,DAKOTA COUNTY,031000,NE
R,031045,DAWES COUNTY,031000,NE
R,031047,DAWSON COUNTY,031000,NE
R,031049,DEUEL COUNTY,031000,NE
R,031051,DIXON COUNTY,031000,NE
R,031053,DODGE COUNTY,031000,NE
R,031055,DOUGLAS COUNTY,031000,NE
R,031057,DUNDY COUNTY,031000,NE
R,031059,FILLMORE COUNTY,031000,NE
R,031061,FRANKLIN COUNTY,031000,NE
R,031063,FRONTIER COUNTY,031000,NE
R,031065,FURNAS COUNTY,031000,NE
R,031067,GAGE COUNTY,031000,NE
R,031069,GARDEN COUNTY,031000,NE
R,031071,GARFIELD COUNTY,031000,NE
R,031073,GOSPER COUNTY,031000,NE
R,031075,GRANT COUNTY,031000,NE
R,031077,GREELEY COUNTY,031000,NE
R,031079,HALL COUNTY,031000,NE
R,031081,HAMILTON COUNTY,031000,NE
R,031083,HARLAN COUNTY,031000,NE
R,031085,HAYES COUNTY,031000,NE
R,031087,HITCHCOCK COUNTY,031000,NE
R,031089,HOLT COUNTY,031000,NE
R,031091,HOOKER COUNTY,031000,NE
R,031093,HOWARD COUNTY,031000,NE
R,031095,JEFFERSON COUNTY,031000,NE
R,031097,JOHNSON COUNTY,031000,NE
R,031099,KEARNEY COUNTY,031000,NE
R,031101,KEITH COUNTY,031000,NE
R,031103,KEYA PAHA COUNTY,031000,NE
R,031105,KIMBALL COUNTY,031000,NE
R,031107,KNOX COUNTY,031000,NE
R,031109,LANCASTER COUNTY,031000,NE
R,031111,LINCOLN COUNTY,031000,NE
R,031113,LOGAN COUNTY,031000,NE
R,031115,LOUP COUNTY,031000,NE
R,031117,MCPHERSON COUNTY,031000,NE
R,031119,MADISON COUNTY,031000,NE
R,031121,MERRICK COUNTY,031000,NE
R,031123,MORRILL COUNTY,031000,NE
R,031125,NANCE COUNTY,031000,NE
R,031127,NEMAHA COUNTY,031000,NE
R,031129,NUCKOLLS COUNTY,031000,NE
R,031131,OTOE COUNTY,031000,NE
R,031133,PAWNEE COUNTY,031000,NE
R,031135,PERKINS COUNTY,031000,NE
R,031137,PHELPS COUNTY,031000,NE
R,031139,PIERCE COUNTY,031000,NE
R,031141,PLATTE COUNTY,031000,NE
R,031143,POLK COUNTY,031000,NE
R,031145,RED WILLOW COUNTY,031000,NE
R,031147,RICHARDSON COUNTY,031000,NE
R,031149,ROCK COUNTY,031000,NE
R,031151,SALINE COUNTY,031000,NE
R,031153,SARPY COUNTY,031000,NE
R,031155,SAUNDERS COUNTY,031000,NE
R,031157,SCOTTS BLUFF COUNTY,031000,NE
R,031159,SEWARD COUNTY,031000,NE
R,031161,SHERIDAN COUNTY,031000,NE
R,031163,SHERMAN COUNTY,031000,NE
R,031165,SIOUX COUNTY,031000,NE
R,031167,STANTON COUNTY,031000,NE
R,031169,THAYER COUNTY,031000,NE
R,031171,THOMAS COUNTY,031000,NE
D,031173,THURSTON COUNTY,031000,NE
R,031175,VALLEY COUNTY,031000,NE
R,031177,WASHINGTON COUNTY,031000,NE
R,031179,WAYNE COUNTY,031000,NE
R,031181,WEBSTER COUNTY,031000,NE
R,031183,WHEELER COUNTY,031000,NE
R,031185,YORK COUNTY,031000,NE
R,032001,CHURCHILL COUNTY,032000,NV
D,032003,CLARK COUNTY,032000,NV
R,032005,DOUGLAS COUNTY,032000,NV
R,032007,ELKO COUNTY,032000,NV
R,032009,ESMERALDA COUNTY,032000,NV
R,032011,EUREKA COUNTY,032000,NV
R,032013,HUMBOLDT COUNTY,032000,NV
R,032015,LANDER COUNTY,032000,NV
R,032017,LINCOLN COUNTY,032000,NV
R,032019,LYON COUNTY,032000,NV
R,032021,MINERAL COUNTY,032000,NV
R,032023,NYE COUNTY,032000,NV
R,032027,PERSHING COUNTY,032000,NV
R,032029,STOREY COUNTY,032000,NV
D,032031,WASHOE COUNTY,032000,NV
R,032033,WHITE PINE COUNTY,032000,NV
R,032510,CARSON CITY,032000,NV
R,033001,BELKNAP COUNTY,033000,NH
R,033003,CARROLL COUNTY,033000,NH
D,033005,CHESHIRE COUNTY,033000,NH
D,033007,COOS COUNTY,033000,NH
D,033009,GRAFTON COUNTY,033000,NH
R,033011,HILLSBOROUGH COUNTY,033000,NH
D,033013,MERRIMACK COUNTY,033000,NH
R,033015,ROCKINGHAM COUNTY,033000,NH
D,033017,STRAFFORD COUNTY,033000,NH
D,033019,SULLIVAN COUNTY,033000,NH
D,034001,ATLANTIC COUNTY,034000,NJ
D,034003,BERGEN COUNTY,034000,NJ
D,034005,BURLINGTON COUNTY,034000,NJ
D,034007,CAMDEN COUNTY,034000,NJ
R,034009,CAPE MAY COUNTY,034000,NJ
D,034011,CUMBERLAND COUNTY,034000,NJ
D,034013,ESSEX COUNTY,034000,NJ
D,034015,GLOUCESTER COUNTY,034000,NJ
D,034017,HUDSON COUNTY,034000,NJ
R,034019,HUNTERDON COUNTY,034000,NJ
D,034021,MERCER COUNTY,034000,NJ
D,034023,MIDDLESEX COUNTY,034000,NJ
R,034025,MONMOUTH COUNTY,034000,NJ
R,034027,MORRIS COUNTY,034000,NJ
R,034029,OCEAN COUNTY,034000,NJ
D,034031,PASSAIC COUNTY,034000,NJ
R,034033,SALEM COUNTY,034000,NJ
D,034035,SOMERSET COUNTY,034000,NJ
R,034037,SUSSEX COUNTY,034000,NJ
D,034039,UNION COUNTY,034000,NJ
R,034041,WARREN COUNTY,034000,NJ
D,035001,BERNALILLO COUNTY,035000,NM
R,035003,CATRON COUNTY,035000,NM
R,035005,CHAVES COUNTY,035000,NM
D,035006,CIBOLA COUNTY,035000,NM
D,035007,COLFAX COUNTY,035000,NM
R,035009,CURRY COUNTY,035000,NM
R,035011,DE BACA COUNTY,035000,NM
D,035013,DO̱A ANA COUNTY,035000,NM
R,035015,EDDY COUNTY,035000,NM
D,035017,GRANT COUNTY,035000,NM
D,035019,GUADALUPE COUNTY,035000,NM
R,035021,HARDING COUNTY,035000,NM
R,035023,HIDALGO COUNTY,035000,NM
R,035025,LEA COUNTY,035000,NM
R,035027,LINCOLN COUNTY,035000,NM
D,035028,LOS ALAMOS COUNTY,035000,NM
R,035029,LUNA COUNTY,035000,NM
D,035031,MCKINLEY COUNTY,035000,NM
D,035033,MORA COUNTY,035000,NM
R,035035,OTERO COUNTY,035000,NM
R,035037,QUAY COUNTY,035000,NM
D,035039,RIO ARRIBA COUNTY,035000,NM
R,035041,ROOSEVELT COUNTY,035000,NM
R,035043,SANDOVAL COUNTY,035000,NM
R,035045,SAN JUAN COUNTY,035000,NM
D,035047,SAN MIGUEL COUNTY,035000,NM
D,035049,SANTA FE COUNTY,035000,NM
R,035051,SIERRA COUNTY,035000,NM
D,035053,SOCORRO COUNTY,035000,NM
D,035055,TAOS COUNTY,035000,NM
R,035057,TORRANCE COUNTY,035000,NM
R,035059,UNION COUNTY,035000,NM
D,035061,VALENCIA COUNTY,035000,NM
D,036001,ALBANY COUNTY,036000,NY
R,036003,ALLEGANY COUNTY,036000,NY
D,036005,BRONX COUNTY,036000,NY
D,036007,BROOME COUNTY,036000,NY
R,036009,CATTARAUGUS COUNTY,036000,NY
D,036011,CAYUGA COUNTY,036000,NY
R,036013,CHAUTAUQUA COUNTY,036000,NY
R,036015,CHEMUNG COUNTY,036000,NY
R,036017,CHENANGO COUNTY,036000,NY
D,036019,CLINTON COUNTY,036000,NY
D,036021,COLUMBIA COUNTY,036000,NY
D,036023,CORTLAND COUNTY,036000,NY
R,036025,DELAWARE COUNTY,036000,NY
R,036027,DUTCHESS COUNTY,036000,NY
D,036029,ERIE COUNTY,036000,NY
D,036031,ESSEX COUNTY,036000,NY
D,036033,FRANKLIN COUNTY,036000,NY
R,036035,FULTON COUNTY,036000,NY
R,036037,GENESEE COUNTY,036000,NY
R,036039,GREENE COUNTY,036000,NY
R,036041,HAMILTON COUNTY,036000,NY
R,036043,HERKIMER COUNTY,036000,NY
R,036045,JEFFERSON COUNTY,036000,NY
D,036047,KINGS COUNTY,036000,NY
R,036049,LEWIS COUNTY,036000,NY
R,036051,LIVINGSTON COUNTY,036000,NY
D,036053,MADISON COUNTY,036000,NY
D,036055,MONROE COUNTY,036000,NY
D,036057,MONTGOMERY COUNTY,036000,NY
D,036059,NASSAU COUNTY,036000,NY
D,036061,NEW YORK COUNTY,036000,NY
D,036063,NIAGARA COUNTY,036000,NY
R,036065,ONEIDA COUNTY,036000,NY
D,036067,ONONDAGA COUNTY,036000,NY
R,036069,ONTARIO COUNTY,036000,NY
D,036071,ORANGE COUNTY,036000,NY
R,036073,ORLEANS COUNTY,036000,NY
D,036075,OSWEGO COUNTY,036000,NY
R,036077,OTSEGO COUNTY,036000,NY
R,036079,PUTNAM COUNTY,036000,NY
D,036081,QUEENS COUNTY,036000,NY
D,036083,RENSSELAER COUNTY,036000,NY
D,036085,RICHMOND COUNTY,036000,NY
D,036087,ROCKLAND COUNTY,036000,NY
R,036089,ST. LAWRENCE COUNTY,036000,NY
D,036091,SARATOGA COUNTY,036000,NY
D,036093,SCHENECTADY COUNTY,036000,NY
R,036095,SCHOHARIE COUNTY,036000,NY
R,036097,SCHUYLER COUNTY,036000,NY
D,036099,SENECA COUNTY,036000,NY
